id_passagem,cpf_cliente,id_voo,data,poltrona,classe,preco
P01733,35904781601,V0806,2025-04-20,9C,Executiva,1131.13
P01734,14350628924,V0939,2025-04-27,42D,Executiva,1166.3
P01735,89234067169,V0675,2025-04-19,12E,Executiva,416.48
P01736,47506893193,V0603,2025-04-16,38C,Executiva,360.81
P01737,85026143989,V0873,2025-05-11,47B,Econômica,386.89
P01738,62849503738,V0512,2025-04-29,44D,Executiva,983.92
P01739,60854279300,V0828,2025-05-09,47B,Econômica,1109.81
P01740,89473612087,V0746,2025-05-04,25D,Econômica,355.73
P01741,93456180748,V0118,2025-04-23,3F,Econômica,697.38
P01742,91653240725,V0622,2025-04-14,41A,Econômica,589.04
P01743,16980435701,V0461,2025-05-10,25B,Econômica,476.15
P01744,37485260162,V0449,2025-04-16,44C,Econômica,481.07
P01745,72368904565,V0445,2025-04-20,34B,Econômica,823.9
P01746,86902431515,V0983,2025-04-15,43A,Econômica,329.92
P01747,08231597441,V0915,2025-05-07,1C,Executiva,811.47
P01748,89652037400,V0074,2025-04-27,22B,Executiva,471.12
P01749,06794521334,V0585,2025-04-19,31E,Executiva,620.84
P01750,31265804753,V0573,2025-05-04,9A,Executiva,684.76
P01751,71540986276,V0895,2025-04-21,5E,Econômica,414.47
P01752,56237089438,V0306,2025-04-26,7A,Executiva,507.52
P01753,26510379406,V0554,2025-04-16,22A,Econômica,1039.2
P01754,24715890305,V0945,2025-04-16,17D,Executiva,361.16
P01755,05487623171,V0162,2025-04-26,19A,Econômica,1067.88
P01756,48536927038,V0626,2025-05-01,33C,Executiva,856.78
P01757,52781346900,V0715,2025-04-16,8E,Executiva,1143.23
P01758,43728196509,V0669,2025-04-21,2A,Executiva,679.27
P01759,90465781276,V0343,2025-04-24,49A,Econômica,483.81
P01760,42831659051,V0752,2025-04-16,22F,Econômica,512.06
P01761,80574693238,V0825,2025-04-28,37E,Econômica,611.26
P01762,37519248682,V0973,2025-04-29,27E,Econômica,1098.77
P01763,18234957023,V0970,2025-04-29,9C,Econômica,393.66
P01764,07124358671,V0520,2025-04-21,15F,Executiva,688.36
P01765,47098536229,V0801,2025-04-14,15A,Econômica,323.72
P01766,74219053832,V0831,2025-04-15,13E,Executiva,913.75
P01767,60138924589,V0019,2025-04-27,36D,Econômica,648.41
P01768,14578326071,V0713,2025-04-22,9D,Executiva,794.59
P01769,75319064225,V0449,2025-04-13,8E,Executiva,616.61
P01770,42960178530,V0448,2025-04-21,4B,Econômica,382.79
P01771,61597438219,V0233,2025-04-14,27F,Econômica,1191.84
P01772,37046215871,V0895,2025-04-26,47B,Econômica,368.95
P01773,89570234105,V0450,2025-04-26,12C,Econômica,582.71
P01774,91563082489,V0671,2025-04-12,16C,Econômica,845.51
P01775,18234957023,V0674,2025-05-03,8F,Econômica,368.74
P01776,74280159360,V0557,2025-05-03,14D,Executiva,1107.88
P01777,35904781601,V0226,2025-05-07,29F,Executiva,1147.28
P01778,12304689787,V0565,2025-04-16,19F,Econômica,774.16
P01779,69784201313,V0327,2025-04-16,45E,Econômica,348.6
P01780,14923085606,V0421,2025-04-14,46E,Executiva,551.81
P01781,54860231970,V0934,2025-05-11,9E,Econômica,574.45
P01782,84712639040,V0216,2025-05-01,8C,Econômica,332.28
P01783,71634059875,V0716,2025-04-29,29F,Executiva,1157.74
P01784,65978023140,V0511,2025-05-11,3C,Executiva,829.42
P01785,62135074934,V0848,2025-05-08,6A,Executiva,1069.12
P01786,70529638177,V0508,2025-04-26,2D,Executiva,699.62
P01787,17095486301,V0211,2025-04-27,25B,Executiva,779.24
P01788,03429781523,V0313,2025-04-27,3E,Executiva,1143.5
P01789,40819273678,V0624,2025-05-04,49C,Executiva,1029.22
P01790,03148579232,V0222,2025-05-01,49A,Executiva,953.21
P01791,58190247379,V0445,2025-05-02,28F,Econômica,1026.66
P01792,84712639040,V0398,2025-04-23,47F,Executiva,1072.66
P01793,74280159360,V0548,2025-04-26,30D,Executiva,446.29
P01794,94783062510,V0479,2025-04-27,48B,Econômica,1116.94
P01795,62073815995,V0819,2025-04-26,44C,Econômica,1198.93
P01796,89065372121,V0556,2025-04-17,19C,Executiva,334.75
P01797,67291435846,V0371,2025-05-09,18F,Executiva,1004.18
P01798,53470961875,V0791,2025-04-20,39A,Econômica,576.21
P01799,03429781523,V0329,2025-05-11,17B,Executiva,716.45
P01800,16872435062,V0010,2025-05-10,30A,Executiva,732.19
P01801,42730895132,V0570,2025-04-16,14D,Econômica,821.61
P01802,71385429682,V0284,2025-04-18,40E,Executiva,1157.96
P01803,49176530299,V0185,2025-05-01,17C,Executiva,1082.15
P01804,20417896549,V0233,2025-05-11,41B,Econômica,1084.12
P01805,89235647029,V0051,2025-05-11,15A,Econômica,465.83
P01806,58293460105,V0882,2025-04-24,29E,Executiva,337.76
P01807,29315640870,V0234,2025-04-28,4F,Executiva,1177.75
P01808,58649132006,V0695,2025-04-19,23E,Econômica,840.52
P01809,65839742155,V0112,2025-04-14,5E,Executiva,401.86
P01810,27416938031,V0243,2025-05-02,14C,Executiva,1046.22
P01811,27438106969,V0426,2025-04-26,5F,Executiva,1088.27
P01812,12746053934,V0026,2025-04-15,21E,Executiva,601.49
P01813,75048192630,V0919,2025-04-16,42C,Executiva,1148.23
P01814,49815762346,V0637,2025-04-13,2B,Executiva,340.15
P01815,38105924633,V0154,2025-05-02,38A,Econômica,848.13
P01816,15087326986,V0321,2025-04-17,33F,Executiva,1145.95
P01817,49128756002,V0851,2025-04-30,38A,Econômica,642.98
P01818,57693421025,V0081,2025-04-30,5B,Executiva,785.07
P01819,37586912068,V0868,2025-05-11,34A,Executiva,893.28
P01820,25384610735,V0452,2025-04-16,21C,Econômica,1052.41
P01821,76823941022,V0933,2025-04-12,16C,Econômica,1019.11
P01822,34260591770,V0237,2025-04-14,30C,Econômica,923.77
P01823,12085467911,V0751,2025-05-07,27C,Econômica,616.79
P01824,28316549719,V0079,2025-04-18,24F,Executiva,844.7
P01825,30518429660,V0806,2025-04-19,27B,Econômica,1133.15
P01826,23145609734,V0796,2025-04-24,27F,Econômica,844.99
P01827,42387091523,V0294,2025-04-18,22C,Econômica,373.36
P01828,09685243700,V0518,2025-04-17,10E,Executiva,869.37
P01829,58641920315,V0203,2025-05-01,12D,Econômica,450.09
P01830,06473812571,V0270,2025-05-07,49E,Executiva,968.57
P01831,89570234105,V0891,2025-04-18,3D,Econômica,921.04
P01832,80574693238,V0136,2025-05-02,33E,Executiva,1113.83
P01833,60371482526,V0131,2025-05-06,26F,Econômica,940.79
P01834,81925734609,V0345,2025-04-18,22E,Econômica,1194.72
P01835,62458390170,V0076,2025-04-19,48C,Executiva,1119.61
P01836,24105396889,V0461,2025-04-16,48D,Executiva,981.89
P01837,83149672546,V0138,2025-05-06,47B,Econômica,437.03
P01838,47806912576,V0608,2025-04-29,38C,Executiva,641.44
P01839,12589370423,V0181,2025-05-01,33F,Executiva,1150.29
P01840,50946173206,V0238,2025-04-20,20D,Executiva,343.46
P01841,97631805466,V0919,2025-04-30,34E,Executiva,556.73
P01842,70529638177,V0327,2025-05-09,49B,Econômica,337.74
P01843,70619283440,V0753,2025-04-30,47B,Executiva,767.22
P01844,32945708647,V0901,2025-04-19,40C,Econômica,612.61
P01845,18694372509,V0122,2025-04-13,19C,Executiva,695.03
P01846,45623971016,V0174,2025-05-07,19C,Econômica,1132.06
P01847,76958321030,V0286,2025-04-21,10A,Econômica,796.95
P01848,26148379546,V0773,2025-04-25,11A,Econômica,1163.87
P01849,04217839669,V0551,2025-05-06,13A,Executiva,1049.25
P01850,35876140244,V0379,2025-05-09,14C,Executiva,958.88
P01851,50716829312,V0130,2025-04-16,30C,Econômica,944.63
P01852,53874216900,V0866,2025-04-12,8D,Executiva,743.93
P01853,06458731280,V0886,2025-04-12,9C,Econômica,1171.6
P01854,60371894204,V0081,2025-04-28,48B,Econômica,594.4
P01855,80169543242,V0344,2025-05-09,18D,Econômica,936.13
P01856,84732961509,V0914,2025-04-23,3D,Econômica,1139.13
P01857,02154768911,V0534,2025-04-18,21B,Econômica,1154.26
P01858,53179628030,V0009,2025-04-29,16B,Executiva,1084.9
P01859,75193046800,V0690,2025-05-05,13C,Executiva,436.29
P01860,84036527983,V0192,2025-04-18,47D,Executiva,418.61
P01861,52814967355,V0897,2025-04-18,6E,Econômica,302.88
P01862,18506397448,V0503,2025-05-08,36E,Econômica,938.99
P01863,56972103886,V0429,2025-05-04,45C,Executiva,867.92
P01864,71634059875,V0654,2025-04-14,23D,Econômica,1090.1
P01865,37125908659,V0238,2025-04-21,19F,Executiva,741.2
P01866,24105396889,V0402,2025-04-19,39C,Executiva,565.88
P01867,32514098750,V0116,2025-04-19,49C,Executiva,1172.43
P01868,58239016405,V0254,2025-04-13,43D,Econômica,458.57
P01869,28610543951,V0327,2025-04-14,43A,Executiva,927.27
P01870,05642371916,V0132,2025-05-04,50D,Executiva,840.95
P01871,96351078466,V0241,2025-04-24,2C,Executiva,756.74
P01872,72481960378,V0872,2025-05-09,27A,Executiva,535.44
P01873,71245309897,V0422,2025-04-28,26D,Executiva,658.81
P01874,15902734860,V0056,2025-05-11,18D,Econômica,605.86
P01875,26430589765,V0047,2025-05-05,20D,Executiva,499.18
P01876,89635274092,V0171,2025-04-18,35B,Econômica,1153.09
P01877,46205317907,V0626,2025-04-24,22B,Econômica,1155.25
P01878,65978023140,V0822,2025-04-21,25A,Executiva,1121.01
P01879,08365219433,V0785,2025-05-09,36A,Econômica,766.78
P01880,34260591770,V0549,2025-05-04,13B,Executiva,1073.75
P01881,32147685909,V0298,2025-04-17,11C,Executiva,672.06
P01882,84712639040,V0751,2025-04-19,16A,Econômica,1060.93
P01883,27036985429,V0963,2025-05-11,34A,Executiva,1012.21
P01884,95067842130,V0161,2025-04-28,19C,Econômica,507.0
P01885,60854279300,V0705,2025-04-16,16A,Executiva,974.92
P01886,70389246565,V0803,2025-04-26,25F,Executiva,418.07
P01887,69314270831,V0898,2025-04-28,18A,Econômica,366.5
P01888,67810495348,V0721,2025-04-21,49F,Executiva,318.14
P01889,62451039752,V0851,2025-04-14,35E,Econômica,386.0
P01890,83409271678,V0812,2025-04-28,26B,Executiva,1006.29
P01891,82367410950,V0525,2025-05-06,48A,Executiva,546.64
P01892,27639814537,V0103,2025-04-13,17F,Executiva,638.92
P01893,21574893041,V0096,2025-04-19,15D,Executiva,735.01
P01894,37641985084,V0720,2025-05-07,35E,Econômica,644.17
P01895,07124358671,V0746,2025-05-01,26C,Econômica,707.04
P01896,15902846315,V0999,2025-04-12,2D,Econômica,702.38
P01897,32015764925,V0577,2025-04-30,7F,Executiva,599.19
P01898,53470961875,V0646,2025-04-14,6A,Econômica,486.91
P01899,23470596107,V0502,2025-04-25,38B,Econômica,427.2
P01900,48067321507,V0859,2025-05-08,31E,Econômica,353.04
P01901,40568192389,V0259,2025-04-13,27C,Executiva,1050.89
P01902,58460391701,V0330,2025-04-20,45E,Executiva,1084.29
P01903,45802917350,V0707,2025-04-20,14E,Executiva,791.03
P01904,27086349178,V0983,2025-04-24,42B,Executiva,715.23
P01905,53769840283,V0527,2025-04-12,36F,Econômica,1129.11
P01906,82367410950,V0717,2025-05-02,5D,Econômica,981.2
P01907,72368904565,V0533,2025-04-29,48A,Econômica,477.63
P01908,06397514820,V0996,2025-04-26,8A,Executiva,745.67
P01909,30925486710,V0823,2025-05-05,34D,Econômica,974.09
P01910,86320749547,V0429,2025-04-24,26A,Executiva,405.82
P01911,49815762346,V0738,2025-05-03,44C,Executiva,853.59
P01912,58439672128,V0578,2025-05-01,42B,Econômica,561.18
P01913,02396751859,V0210,2025-05-11,40F,Executiva,767.44
P01914,19072834631,V0484,2025-04-28,30B,Executiva,1134.37
P01915,19523604716,V0873,2025-04-14,9B,Executiva,308.84
P01916,17632098496,V0184,2025-05-10,10D,Econômica,1193.98
P01917,30478192622,V0320,2025-04-13,45B,Econômica,924.64
P01918,17652930499,V0470,2025-04-24,22A,Econômica,862.48
P01919,78196205449,V0161,2025-04-16,5C,Econômica,610.46
P01920,89461235755,V0951,2025-05-06,13C,Executiva,1038.68
P01921,45923016761,V0437,2025-05-10,38F,Executiva,630.55
P01922,08365219433,V0413,2025-05-06,17E,Econômica,369.73
P01923,59623147007,V0106,2025-04-28,47B,Executiva,460.49
P01924,92514830788,V0105,2025-05-03,9E,Executiva,597.14
P01925,60854279300,V0874,2025-05-01,38E,Executiva,1169.99
P01926,95634287065,V0893,2025-04-24,40F,Executiva,488.38
P01927,29401638713,V0803,2025-04-21,15B,Econômica,1136.59
P01928,84176530235,V0151,2025-04-13,10B,Executiva,1087.15
P01929,47506893193,V0080,2025-04-16,4B,Executiva,682.87
P01930,81706349548,V0335,2025-04-30,20E,Econômica,516.7
P01931,69207385112,V0387,2025-04-27,50D,Executiva,619.49
P01932,72386950140,V0535,2025-04-29,21E,Econômica,1094.96
P01933,78602154380,V0220,2025-05-02,11F,Executiva,940.21
P01934,37125908659,V0448,2025-04-18,36D,Executiva,925.59
P01935,93456180748,V0702,2025-04-22,8E,Executiva,886.88
P01936,94381506766,V0026,2025-05-06,24D,Executiva,955.64
P01937,54372960883,V0632,2025-05-09,36B,Executiva,636.79
P01938,17236984582,V0766,2025-05-05,1B,Executiva,624.89
P01939,81792305460,V0006,2025-05-07,38C,Executiva,384.7
P01940,60235718408,V0938,2025-05-06,17E,Econômica,846.1
P01941,98602157312,V0663,2025-05-06,18F,Executiva,658.46
P01942,09853724600,V0722,2025-05-03,17C,Econômica,1174.03
P01943,39810647557,V0032,2025-04-30,46D,Executiva,741.27
P01944,90241538750,V0768,2025-04-28,42E,Econômica,334.37
P01945,64859713001,V0628,2025-05-02,46B,Econômica,1083.82
P01946,70451283988,V0085,2025-05-11,27A,Econômica,699.04
P01947,26189053424,V0064,2025-04-23,21A,Executiva,1185.06
P01948,14738692003,V0671,2025-04-15,40F,Econômica,599.4
P01949,60394281713,V0869,2025-04-22,21F,Econômica,1115.15
P01950,73640592883,V0740,2025-04-30,24E,Econômica,1146.49
P01951,81023459779,V0427,2025-04-14,43F,Econômica,358.46
P01952,89451760202,V0780,2025-05-02,33B,Executiva,375.57
P01953,60271439599,V0046,2025-04-18,18E,Econômica,919.85
P01954,60235849189,V0178,2025-04-18,41F,Econômica,580.05
P01955,71853249637,V0360,2025-05-10,8C,Executiva,811.36
P01956,57964831020,V0089,2025-04-13,37D,Econômica,404.64
P01957,43729816004,V0187,2025-04-16,47A,Econômica,585.75
P01958,30925486710,V0989,2025-04-16,2B,Econômica,495.77
P01959,91653240725,V0472,2025-04-21,6F,Econômica,577.0
P01960,27438106969,V0658,2025-05-08,13F,Econômica,579.44
P01961,12387594088,V0723,2025-04-30,19B,Executiva,426.38
P01962,35748962047,V0424,2025-04-12,15B,Executiva,1095.21
P01963,98361257012,V0303,2025-04-25,17F,Executiva,538.09
P01964,40793568200,V0364,2025-05-05,38C,Executiva,995.13
P01965,74358920683,V0461,2025-05-10,41F,Econômica,333.06
P01966,38216790422,V0600,2025-04-25,25B,Econômica,1194.38
P01967,21670539407,V0356,2025-05-03,42F,Executiva,486.7
P01968,83149672546,V0992,2025-04-15,33E,Executiva,381.68
P01969,58641920315,V0216,2025-05-10,17B,Executiva,534.76
P01970,83706154900,V0119,2025-05-11,34F,Econômica,727.69
P01971,73926154080,V0601,2025-04-12,21C,Executiva,892.47
P01972,14923085606,V0035,2025-04-22,21F,Econômica,866.52
P01973,06397514820,V0923,2025-05-06,1B,Executiva,727.95
P01974,03952871621,V0664,2025-04-12,7B,Executiva,575.65
P01975,73926154080,V0560,2025-04-22,12A,Executiva,1028.3
P01976,84012953605,V0608,2025-04-27,37F,Executiva,957.86
P01977,90241538750,V0855,2025-04-17,16C,Executiva,840.85
P01978,53769840283,V0695,2025-04-24,26C,Econômica,1173.69
P01979,53268947000,V0240,2025-05-07,49E,Econômica,678.89
P01980,72580931414,V0276,2025-05-10,37D,Econômica,447.62
P01981,40519873610,V0945,2025-04-27,20E,Econômica,1156.34
P01982,94375028114,V0770,2025-04-23,9B,Executiva,1009.71
P01983,14589763001,V0994,2025-05-09,6C,Econômica,1021.34
P01984,32475019832,V0406,2025-04-20,11D,Econômica,892.75
P01985,90465781276,V0905,2025-05-09,12C,Executiva,372.34
P01986,57634218090,V0879,2025-04-26,14D,Econômica,951.72
P01987,80695173448,V0702,2025-04-26,36C,Econômica,729.61
P01988,42907568167,V0103,2025-04-15,31E,Executiva,928.9
P01989,15902734860,V0484,2025-05-10,43D,Executiva,935.6
P01990,78403625162,V0939,2025-04-17,7D,Econômica,586.52
P01991,52816490785,V0137,2025-04-24,26C,Executiva,1037.81
P01992,35876902195,V0894,2025-05-04,28E,Executiva,780.7
P01993,72483190588,V0501,2025-05-09,43F,Econômica,499.52
P01994,31268759473,V0183,2025-04-14,50B,Executiva,626.05
P01995,02568174994,V0843,2025-04-29,1E,Executiva,1123.13
P01996,41539278646,V0236,2025-04-23,9D,Econômica,339.82
P01997,74210853607,V0446,2025-04-26,6C,Executiva,888.64
P01998,82367410950,V0155,2025-05-03,19C,Executiva,907.75
P01999,39501278603,V0036,2025-04-18,17D,Econômica,447.19
P02000,42169857346,V0530,2025-05-09,7D,Econômica,611.66
